"P09","P03","P13","P17","P18","P19","P02A","P05","P06","P08","P10","P11","P12","P15","P20","P21","P22","grupo_protesto","idade","renda","educação","ideologia","sexo","FATOR_POND"
10,9,10,10,10,10,10,9,9,10,9,0,10,2,5,0,0,"Pensou em protestar",17,NA,13,0,"Feminino",0.727727487313856
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,"Não protestou",65,1,4,0,"Feminino",1.1468271941753
10,10,10,8,8,5,10,10,10,5,10,10,10,0,2,2,8,"Não protestou",60,4,16,0,"Masculino",0.858234856033103
10,8,10,10,10,6,10,0,10,10,10,0,10,0,10,8,10,"Não protestou",70,2,10,10,"Feminino",1.4032712833568
10,10,0,0,10,0,10,10,10,10,10,5,10,5,10,10,0,"Já protestou",28,2,16,10,"Masculino",1.24652434250916
5,10,10,10,10,0,10,8,5,10,10,8,10,6,8,5,0,"Não protestou",81,2,14,1,"Feminino",0.776741395393136
6,9,10,5,10,5,10,8,9,9,10,10,10,7,10,5,0,"Pensou em protestar",42,1,8,5,"Masculino",0.730228525570999
8,10,9,7,10,10,10,9,8,8,10,10,9,0,10,8,0,"Não protestou",18,NA,14,NA,"Masculino",1.00795815643438
10,10,10,10,10,9,10,8,10,10,10,10,7,5,10,7,0,"Pensou em protestar",56,2,14,10,"Feminino",0.949802176374273
5,4,10,9,10,6,9,10,2,10,10,4,7,8,7,NA,5,"Não protestou",53,2,14,NA,"Feminino",0.785072128918426
8,5,6,9,10,5,10,10,10,2,10,0,10,2,3,5,0,"Não protestou",49,2,14,NA,"Masculino",1.3322990263736
10,8,10,3,10,1,1,10,10,9,10,0,10,6,2,2,0,"Não protestou",17,NA,14,5,"Masculino",1.00904733818532
5,0,10,10,10,10,10,0,0,10,10,8,10,0,8,0,0,"Não protestou",44,4,16,NA,"Masculino",1.03755775372194
10,9,10,10,10,8,10,8,10,8,10,10,10,10,10,9,10,"Não protestou",18,NA,13,5,"Masculino",1.01138916124045
10,8,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,"Pensou em protestar",19,NA,15,5,"Feminino",0.978701416521318
5,0,7,5,5,10,5,5,10,5,3,2,8,0,5,1,0,"Não protestou",60,2,16,NA,"Feminino",1.0400075557434
10,10,10,10,5,10,10,7,5,0,10,10,5,5,5,0,0,"Não protestou",43,4,16,NA,"Feminino",1.01280066478434
10,10,10,7,10,10,10,5,5,9,10,0,10,5,10,0,2,"Já protestou",29,4,16,6,"Feminino",1.52064643772961
10,10,10,10,10,10,10,10,10,10,10,5,10,5,0,10,10,"Não protestou",34,3,1,10,"Masculino",0.921067423451886
9,10,10,10,10,10,10,9,10,10,5,9,8,8,10,10,7,"Não protestou",45,1,7,0,"Feminino",0.92961218348506
10,10,10,10,10,10,10,5,8,10,10,0,10,10,10,10,0,"Pensou em protestar",38,NA,14,5,"Feminino",1.23652904072061
10,9,6,10,10,10,1,4,8,9,10,5,2,3,9,8,9,"Não protestou",45,1,12,10,"Feminino",0.80413201283757
9,9,8,8,9,7,10,10,8,9,10,10,10,5,9,8,0,"Não protestou",40,NA,16,5,"Feminino",1.194159878054
10,10,10,10,10,9,10,3,10,10,10,7,10,10,10,7,0,"Não protestou",66,3,14,10,"Masculino",0.851142824578264
10,7,10,10,10,10,7,10,10,10,10,10,5,10,10,7,0,"Não protestou",22,1,8,10,"Masculino",0.969706112574328
10,10,10,10,10,10,10,10,10,10,10,5,10,10,10,10,5,"Não protestou",21,1,12,6,"Feminino",0.911654766981336
0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,"Não protestou",26,2,11,5,"Masculino",0.997476265213904
8,0,10,10,10,6,10,0,0,10,10,0,0,2,0,0,0,"Não protestou",59,2,6,10,"Masculino",0.900685834010011
5,10,10,2,10,5,10,10,10,10,10,10,5,5,6,5,0,"Não protestou",38,3,16,5,"Feminino",1.02800323424149
8,0,10,10,10,10,10,10,10,0,10,10,10,10,10,10,0,"Não protestou",42,2,14,10,"Masculino",1.38043613567347
10,5,10,10,10,10,10,5,10,10,10,10,10,10,10,10,5,"Não protestou",48,1,14,5,"Feminino",0.746895257383077
10,10,1,10,10,10,0,2,1,1,0,1,0,2,10,2,2,"Não protestou",25,1,12,10,"Masculino",0.908228299518617
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Não protestou",54,NA,7,0,"Feminino",0.886698140352389
10,10,10,10,10,10,10,0,0,10,10,0,0,10,10,10,9,"Não protestou",58,2,7,10,"Feminino",1.09178908092219
10,10,10,10,10,8,10,7,10,10,10,8,3,8,10,6,3,NA,67,1,7,8,"Feminino",0.966759739651554
0,10,10,10,10,8,10,10,7,10,10,10,5,0,0,0,0,"Pensou em protestar",22,NA,14,0,"Masculino",0.85336867123605
10,7,10,8,10,10,10,6,10,10,10,5,10,0,5,0,0,"Pensou em protestar",30,2,15,NA,"Feminino",1.13702392813586
10,10,10,8,10,10,10,10,8,10,10,10,10,8,0,7,0,"Já protestou",22,2,14,0,"Masculino",0.813974286549521
7,3,10,5,10,8,5,3,3,10,6,5,8,5,8,5,3,"Não protestou",21,1,14,8,"Feminino",0.879365622640603
8,10,10,10,10,10,10,10,10,10,10,10,10,5,10,0,0,"Não protestou",64,2,10,5,"Masculino",0.79530104079428
10,10,10,10,10,10,10,10,0,10,10,0,10,0,10,0,0,"Não protestou",18,NA,14,0,"Feminino",0.943903961416032
10,0,10,10,10,10,5,0,10,10,10,5,10,5,5,10,5,"Não protestou",34,6,11,5,"Masculino",0.844711352890777
9,10,10,10,10,9,10,8,7,10,10,1,10,0,8,0,0,"Pensou em protestar",18,1,14,1,"Masculino",1.00165822905668
10,10,10,10,10,6,10,10,10,0,10,8,10,0,10,10,0,"Não protestou",35,3,16,5,"Feminino",0.918189231717312
10,10,9,10,10,10,10,7,5,NA,8,9,10,1,9,10,1,"Não protestou",60,NA,1,0,"Feminino",0.922130839661451
5,5,10,0,10,5,10,10,10,5,10,10,10,0,10,0,0,"Não protestou",35,3,16,5,"Feminino",1.19589594856961
10,10,10,0,10,10,10,10,10,10,10,10,10,0,10,0,0,"Não protestou",38,NA,7,10,"Masculino",0.88887773065935
6,10,10,5,10,10,10,5,7,8,10,10,10,0,8,5,0,"Não protestou",20,2,15,NA,"Masculino",0.936267756924695
10,0,10,0,10,10,10,10,10,10,10,10,10,0,10,10,0,"Não protestou",31,3,14,NA,"Masculino",0.913940599546062
10,10,10,8,10,10,10,10,10,10,10,10,10,9,7,10,0,"Pensou em protestar",40,NA,12,10,"Feminino",1.21017691543797
NA,8,10,0,10,8,10,5,7,NA,8,7,7,0,0,7,0,"Pensou em protestar",17,1,14,8,"Masculino",1.00904733818532
3,1,2,10,5,3,10,3,6,10,4,8,1,4,3,3,1,"Não protestou",64,4,7,3,"Masculino",0.89870606477141
10,8,10,10,10,10,9,10,10,9,10,9,7,9,2,9,5,"Não protestou",25,NA,14,8,"Masculino",0.994966196799662
10,10,10,10,10,9,10,10,9,10,10,9,10,10,9,8,4,"Não protestou",30,1,14,10,"Masculino",0.739581656787406
10,10,10,10,10,10,10,10,10,8,10,0,10,3,9,10,0,"Pensou em protestar",39,1,11,9,"Feminino",1.06215741964168
10,10,9,10,10,10,10,10,10,10,10,4,10,1,10,9,7,"Já protestou",57,4,16,1,"Masculino",0.764914081790393
9,10,10,10,9,0,9,1,6,8,9,7,7,9,9,8,7,"Não protestou",42,3,14,0,"Masculino",0.777476885317843
10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,0,0,"Não protestou",43,1,6,0,"Masculino",1.01378112170308
10,5,10,10,10,6,10,5,10,10,10,10,10,10,8,6,5,"Não protestou",57,1,14,NA,"Masculino",0.818437826030097
5,4,10,10,3,0,2,NA,7,9,10,5,4,4,7,NA,8,"Não protestou",80,2,1,8,"Masculino",0.984534566672653
10,10,10,10,10,0,10,10,10,0,10,10,10,0,10,0,0,"Não protestou",34,1,15,0,"Masculino",0.774475574541059
5,10,10,5,10,0,10,10,10,0,10,10,10,0,0,10,0,"Já protestou",53,4,16,10,"Masculino",1.16952703353548
10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,0,"Não protestou",50,2,1,0,"Masculino",0.906252302927015
8,6,10,5,10,9,9,8,9,7,8,10,5,4,7,5,0,"Pensou em protestar",18,2,15,10,"Feminino",1.40057125438837
10,10,10,10,10,7,10,10,10,10,10,10,10,8,10,8,6,"Não protestou",32,NA,14,5,"Feminino",0.870095222825922
10,10,10,10,10,10,10,10,0,10,10,10,0,10,10,10,0,NA,55,1,4,10,"Feminino",1.04525269622978
10,10,10,10,10,10,10,10,10,10,10,10,8,10,8,10,5,"Não protestou",33,1,6,10,"Feminino",0.990814391270812
8,10,8,10,10,8,10,10,10,7,10,3,0,10,10,10,0,"Não protestou",56,1,7,4,"Masculino",0.974237750013774
10,10,10,10,10,8,10,8,10,7,10,10,10,8,9,9,6,"Não protestou",32,1,10,7,"Masculino",0.991241851620738
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",48,3,14,5,"Masculino",1.36302943954042
10,10,10,10,10,10,10,4,10,10,10,10,10,10,10,10,3,"Não protestou",20,1,15,10,"Feminino",0.773958235024652
2,10,10,10,10,10,10,3,9,5,10,10,10,10,10,9,0,"Não protestou",59,1,1,0,"Masculino",1.00346635256272
10,1,10,10,10,2,0,0,0,1,10,10,0,1,10,5,0,"Não protestou",48,1,6,10,"Feminino",1.46551267769424
10,10,10,10,10,10,10,7,10,10,10,10,10,1,10,10,0,"Não protestou",16,NA,11,10,"Masculino",0.998423932903769
9,9,10,10,10,5,10,4,5,10,10,5,10,10,9,0,0,"Não protestou",20,NA,13,9,"Feminino",0.909100818384916
10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,"Pensou em protestar",31,3,14,5,"Masculino",1.2438455493477
10,10,10,10,10,10,10,10,10,8,10,10,10,0,10,10,0,"Não protestou",27,NA,9,10,"Masculino",1.29938028723043
10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,0,"Não protestou",45,2,14,10,"Feminino",1.2370702415494
10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,"Pensou em protestar",45,1,12,5,"Feminino",0.803661716305097
10,0,10,0,10,10,10,10,10,10,10,10,10,0,10,10,10,"Já protestou",31,2,15,10,"Feminino",1.3741128864748
NA,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,0,"Não protestou",72,1,1,10,"Feminino",1.04572899067268
10,10,10,5,10,10,10,10,10,10,10,0,10,0,10,10,0,"Não protestou",60,1,1,10,"Feminino",1.09633974191772
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",34,1,15,10,"Feminino",1.04756137956761
10,10,10,10,10,8,10,10,10,10,10,10,10,8,10,10,0,"Não protestou",27,NA,14,7,"Masculino",1.26345464600321
5,10,10,5,10,5,10,10,10,5,10,0,10,5,10,10,10,"Não protestou",39,2,16,10,"Masculino",1.21591267070852
10,5,10,10,10,10,10,10,10,10,10,10,9,10,4,10,0,"Não protestou",25,NA,14,0,"Feminino",0.85657181389694
10,10,10,10,10,10,10,7,10,9,10,10,10,10,10,9,10,"Não protestou",29,1,14,10,"Feminino",0.938311233844563
0,5,10,10,10,0,10,5,10,0,10,10,0,10,10,10,5,"Já protestou",20,1,12,10,"Masculino",1.21682173763012
10,5,10,10,10,5,8,5,5,10,10,5,8,8,10,8,0,"Não protestou",53,NA,9,5,"Feminino",1.38275632475294
10,7,10,10,10,10,10,5,10,10,10,5,4,7,8,10,5,"Não protestou",19,1,12,8,"Feminino",0.96594628115466
10,5,10,5,10,10,10,10,10,10,10,10,10,0,5,0,0,"Não protestou",19,2,14,8,"Masculino",0.920087662625025
10,9,10,10,10,10,10,10,10,7,10,10,10,4,10,5,2,"Não protestou",35,NA,14,10,"Feminino",0.98689558976447
5,7,10,10,10,10,10,7,6,4,10,8,10,6,10,9,4,"Não protestou",35,2,14,5,"Masculino",1.12498823517667
10,0,10,10,10,0,10,0,0,10,10,0,0,10,10,10,10,"Não protestou",34,1,14,10,"Feminino",0.93431473316262
10,10,10,4,10,0,10,10,10,10,10,10,10,10,10,10,0,"Não protestou",49,NA,11,10,"Feminino",1.38275632475294
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,0,"Não protestou",55,1,6,10,"Feminino",1.21018364409717
8,8,8,7,10,8,10,2,10,8,10,10,10,8,10,5,0,"Não protestou",24,3,10,5,"Masculino",1.13309145594269
9,9,10,8,10,10,10,8,10,7,10,7,10,0,4,8,0,"Não protestou",34,3,14,6,"Masculino",0.868787024036043
10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,0,"Não protestou",61,2,14,0,"Masculino",0.768666810181938
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,"Já protestou",65,3,16,5,"Feminino",1.30836192677097
10,7,10,10,10,5,10,10,10,10,10,10,10,6,8,10,0,"Já protestou",40,3,8,8,"Masculino",1.1403963439445
8,9,8,9,8,8,7,7,8,8,8,8,8,8,8,8,8,"Já protestou",58,2,7,5,"Feminino",0.863949242527969
10,10,10,10,10,0,10,0,10,10,10,10,10,5,10,5,0,"Pensou em protestar",22,1,11,5,"Feminino",0.915436184002197
0,0,10,0,10,10,0,10,10,10,10,0,10,10,10,0,0,"Não protestou",38,1,14,10,"Masculino",1.16112984976227
10,10,10,10,10,10,10,10,10,10,10,10,10,2,10,0,10,"Já protestou",49,4,16,0,"Feminino",0.738982066481136
10,10,10,10,10,7,10,10,10,10,10,10,10,5,5,5,0,"Não protestou",63,2,14,NA,"Feminino",0.690106063947411
5,8,10,10,5,10,10,5,10,5,10,10,10,5,5,5,0,"Não protestou",68,3,14,NA,"Feminino",0.818444352156073
5,10,10,5,10,5,10,10,10,6,10,2,10,3,10,5,0,"Já protestou",25,3,14,10,"Masculino",1.45276622705122
5,10,10,10,10,10,10,10,10,5,10,0,10,4,5,0,0,"Já protestou",49,4,14,10,"Masculino",1.14931587326786
NA,10,10,NA,10,10,10,NA,NA,10,10,NA,10,NA,NA,NA,0,"Não protestou",64,4,14,NA,"Masculino",1.08238601404816
10,10,10,0,10,0,10,10,10,NA,10,10,NA,10,10,0,0,"Já protestou",37,NA,14,10,"Masculino",1.37704020728013
10,10,10,10,10,10,10,0,0,10,10,10,0,10,0,10,0,"Não protestou",60,NA,1,0,"Feminino",1.13475322141844
8,10,10,8,10,6,10,10,10,10,NA,10,10,0,10,6,0,"Não protestou",33,2,16,5,"Masculino",0.810277456304725
10,10,10,10,10,7,7,10,10,10,10,7,10,10,10,10,10,"Não protestou",27,NA,12,5,"Feminino",0.737859133133433
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,"Já protestou",49,1,14,5,"Feminino",1.20140532970224
10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,"Pensou em protestar",35,3,14,5,"Masculino",1.3101829605971
6,7,10,3,7,5,5,8,9,1,5,8,4,9,4,3,3,"Não protestou",25,1,15,8,"Feminino",1.19135458404029
NA,NA,8,NA,NA,NA,8,3,NA,NA,10,NA,10,NA,5,NA,NA,"Não protestou",84,1,1,4,"Masculino",1.16288502287282
0,10,10,10,10,10,10,0,3,10,5,10,10,7,0,0,9,"Não protestou",37,1,10,10,"Masculino",0.88896916013692
NA,0,10,0,10,10,8,10,10,10,10,10,10,8,10,10,0,"Pensou em protestar",54,2,14,5,"Masculino",0.922895692618175
6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,"Não protestou",43,1,6,0,"Feminino",0.967047925310324
0,0,10,10,10,10,10,NA,0,0,10,0,0,NA,0,0,0,"Já protestou",65,3,14,NA,"Feminino",1.28575149380809
10,10,10,10,10,10,10,10,10,0,10,10,10,0,10,10,0,"Não protestou",30,3,14,10,"Feminino",1.38509845638642
6,8,10,7,10,7,10,10,10,7,10,10,10,7,4,7,0,"Não protestou",41,2,16,5,"Masculino",1.21591267070852
10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,0,"Não protestou",43,NA,11,10,"Masculino",1.42866176033294
10,10,10,10,10,10,10,10,10,10,10,10,8,5,10,0,0,"Já protestou",19,NA,15,2,"Masculino",0.80703798542387
10,7,8,8,8,6,5,5,6,6,8,7,4,6,7,4,4,"Não protestou",68,1,7,7,"Masculino",1.51595078877054
10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,"Pensou em protestar",25,2,12,7,"Masculino",1.03126226646255
10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,0,"Já protestou",61,3,16,0,"Feminino",0.790400690626007
10,10,10,10,10,0,10,0,0,10,10,0,10,0,5,0,0,"Não protestou",40,2,14,NA,"Feminino",0.776972937648718
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",64,NA,15,10,"Feminino",0.768062527060285
10,10,10,10,10,10,10,10,10,0,10,10,10,0,10,10,0,"Não protestou",26,1,7,0,"Feminino",1.48118252526854
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,"Já protestou",49,NA,13,0,"Feminino",0.682888546293701
10,10,10,10,10,10,10,10,10,10,10,2,10,5,5,0,0,"Já protestou",30,3,14,4,"Masculino",0.667915955554852
10,10,10,10,10,10,10,10,10,10,10,10,10,0,NA,0,0,"Não protestou",34,NA,11,10,"Feminino",1.10421638791726
10,10,10,10,10,10,10,8,5,10,10,0,10,9,7,7,0,"Não protestou",61,1,1,10,"Masculino",1.69012367431432
8,9,8,9,8,10,8,6,6,10,10,6,8,2,8,7,5,"Não protestou",33,1,14,6,"Feminino",0.857073073003495
10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,0,"Não protestou",44,1,15,6,"Feminino",1.27176422779788
10,10,8,5,10,5,4,10,10,7,10,10,10,5,10,0,0,"Já protestou",35,5,15,8,"Masculino",1.09742509042035
10,10,10,10,10,10,10,10,10,10,10,0,10,0,10,0,0,"Não protestou",46,1,7,0,"Feminino",1.4309448179992
6,6,10,10,6,10,6,6,7,6,6,6,6,6,6,6,6,"Não protestou",46,3,14,3,"Feminino",1.40206093768925
9,8,10,10,10,10,10,9,9,8,10,9,10,6,9,10,5,"Já protestou",35,1,14,10,"Feminino",1.14872821955221
10,10,10,10,10,10,10,10,10,0,10,10,10,0,10,10,0,"Não protestou",52,3,14,6,"Masculino",0.694318629570888
10,8,10,4,10,5,10,10,10,10,10,10,10,10,5,6,10,"Já protestou",19,3,14,10,"Masculino",1.06194558644162
6,6,10,10,6,10,6,6,7,7,10,6,7,6,8,6,6,"Não protestou",53,2,14,3,"Feminino",0.747332334629062
8,5,10,1,8,9,4,7,5,9,5,4,9,9,7,7,5,"Não protestou",39,1,11,0,"Feminino",0.824023805760761
10,8,10,10,10,10,10,7,10,10,10,7,10,9,10,10,10,"Não protestou",33,1,7,3,"Feminino",0.89480415698489
10,0,10,5,10,5,10,10,10,0,10,10,10,0,10,10,0,"Não protestou",34,3,14,NA,"Masculino",1.22498255463976
4,3,10,10,10,4,10,0,10,10,10,4,10,3,4,4,0,"Não protestou",31,3,16,NA,"Feminino",0.892682308946674
7,4,10,10,10,7,10,6,10,4,10,NA,10,NA,10,10,0,"Não protestou",18,NA,11,NA,"Masculino",1.10008718057982
5,10,10,10,10,10,10,10,10,5,10,NA,10,0,10,0,0,"Não protestou",62,NA,11,0,"Feminino",0.823778242084866
10,10,10,5,10,10,10,10,10,10,10,0,10,0,10,10,0,"Não protestou",29,1,15,5,"Feminino",0.896074783605925
10,10,10,7,10,10,10,10,10,7,10,5,5,10,0,10,0,"Já protestou",24,1,14,10,"Masculino",0.878187860154033
10,0,10,10,10,0,10,8,0,10,10,0,10,10,10,10,0,"Pensou em protestar",16,NA,13,10,"Masculino",0.998423932903769
6,6,10,10,10,6,8,6,7,7,9,6,7,8,6,7,5,"Pensou em protestar",24,1,14,8,"Feminino",0.837961918614137
8,10,10,10,10,10,10,10,10,10,10,6,10,5,7,1,5,"Já protestou",43,1,14,4,"Masculino",0.776720050130207
8,8,10,8,10,8,10,0,9,5,10,0,10,0,8,8,0,"Não protestou",46,1,11,5,"Feminino",0.994682511281909
10,9,9,10,8,7,8,6,7,9,8,5,2,7,8,6,10,"Pensou em protestar",62,1,5,10,"Masculino",0.984534566672653
1,2,8,10,10,9,4,6,10,6,10,4,6,2,9,5,0,"Não protestou",50,1,7,1,"Feminino",0.92961218348506
9,9,6,5,8,7,10,10,7,7,10,10,10,3,9,7,1,"Não protestou",50,3,10,5,"Feminino",1.23192451147302
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",33,2,16,5,"Masculino",0.695149545367836
10,10,10,8,10,10,10,10,10,10,10,8,10,5,10,5,0,"Não protestou",59,2,14,6,"Feminino",1.00285671946157
10,10,10,6,5,10,10,6,10,10,10,5,10,5,10,6,6,"Já protestou",24,2,15,5,"Masculino",1.32034159711177
9,9,8,5,8,8,10,10,10,6,10,10,10,3,8,7,0,"Não protestou",57,3,16,5,"Feminino",0.975475180960599
5,5,10,7,10,3,8,8,8,7,10,9,8,7,10,7,7,"Não protestou",24,2,14,6,"Feminino",1.07607025053686
9,3,10,10,10,6,6,8,6,2,2,6,1,1,7,10,9,"Não protestou",17,NA,1,2,"Feminino",0.938682118112949
5,5,10,10,10,5,10,5,10,5,10,5,10,5,10,0,0,"Não protestou",36,2,14,5,"Feminino",1.28613476912052
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,"Não protestou",24,2,14,5,"Masculino",0.723513491850622
10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,"Não protestou",17,NA,11,0,"Feminino",0.938682118112949
10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,"Não protestou",52,NA,1,0,"Feminino",0.92961218348506
10,10,10,10,10,10,10,0,10,10,10,10,10,1,10,0,0,"Não protestou",47,1,7,0,"Masculino",0.975106565201593
10,10,10,10,10,10,10,5,10,10,10,10,10,1,9,0,0,"Não protestou",60,1,11,5,"Feminino",0.961141512408228
10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,0,"Não protestou",35,1,15,4,"Feminino",0.964190528975336
10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,0,0,"Não protestou",44,3,8,5,"Masculino",0.956533695877402
10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,0,"Não protestou",44,1,5,0,"Masculino",1.01378112170308
10,0,10,10,10,10,10,0,0,0,10,0,10,0,0,0,0,"Não protestou",57,1,13,NA,"Feminino",1.04034250395818
7,6,8,5,8,6,5,8,5,5,5,4,8,5,8,5,8,"Não protestou",60,1,1,10,"Masculino",1.07111744701889
10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,0,"Não protestou",58,NA,11,1,"Masculino",0.89324438199131
10,7,10,5,10,0,10,10,10,10,10,10,0,0,10,0,0,"Pensou em protestar",34,3,16,0,"Masculino",1.3748226443537
10,7,10,10,10,10,10,10,10,7,10,10,7,7,7,7,0,"Não protestou",45,3,11,0,"Masculino",1.1029478096208
7,10,10,10,10,10,10,10,10,10,10,0,10,10,10,0,0,"Pensou em protestar",27,1,16,10,"Masculino",0.978610446466081
1,10,10,10,10,10,10,10,10,10,10,0,10,0,10,0,0,"Já protestou",31,1,12,NA,"Feminino",0.783929263057804
5,8,8,7,9,6,9,5,8,6,8,5,7,8,6,8,8,"Não protestou",72,2,7,10,"Masculino",1.01415578633829
8,10,10,10,10,10,10,0,10,9,10,10,0,7,0,10,10,"Não protestou",51,1,6,10,"Masculino",1.05588418858264
8,10,10,5,7,10,10,10,10,9,7,5,6,7,10,7,5,"Não protestou",38,1,9,10,"Masculino",1.06919742138275
10,10,10,10,10,10,10,5,5,10,10,10,10,5,10,6,4,"Não protestou",45,NA,14,0,"Feminino",0.804444803423489
10,10,10,7,10,10,10,10,10,10,10,10,10,10,10,10,0,"Não protestou",33,2,15,5,"Masculino",0.917261434435833
8,8,8,9,7,8,7,8,7,8,8,7,7,8,8,7,7,"Não protestou",61,6,14,5,"Feminino",0.98583968517637
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",26,2,15,0,"Feminino",0.805582387796641
10,10,10,10,10,10,10,10,10,10,10,5,10,10,10,10,10,"Não protestou",60,1,8,5,"Masculino",0.858041501721212
5,8,8,8,5,1,1,1,5,6,5,1,5,5,7,5,3,"Não protestou",59,1,6,0,"Masculino",1.00346635256272
6,10,7,10,9,10,9,8,10,8,9,9,8,4,9,0,0,"Já protestou",74,2,14,NA,"Feminino",1.31758245300123
9,9,9,10,10,8,10,10,10,10,10,10,8,8,6,9,5,"Pensou em protestar",27,1,16,3,"Feminino",0.885396180905121
7,10,10,9,10,9,9,7,10,10,8,6,10,7,4,5,5,"Não protestou",18,1,14,10,"Feminino",0.983574250739991
8,10,10,10,10,10,10,0,10,10,10,10,10,10,10,2,4,"Não protestou",49,1,14,10,"Feminino",1.19207042763491
0,0,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,"Não protestou",55,1,1,5,"Masculino",0.903000956262344
10,10,10,10,10,8,10,10,8,5,10,10,10,0,0,8,0,"Pensou em protestar",35,2,14,6,"Masculino",1.07292467820169
8,3,3,9,10,9,10,8,9,8,10,9,10,8,10,8,8,"Pensou em protestar",60,3,16,10,"Feminino",1.37974680405936
8,6,10,10,10,10,10,5,5,7,10,7,4,6,5,4,0,"Pensou em protestar",16,NA,12,9,"Masculino",0.998423932903769
8,9,10,10,10,10,10,10,10,10,10,0,10,0,10,6,0,"Não protestou",22,NA,14,5,"Feminino",0.955776650418234
8,8,10,10,10,10,10,4,5,10,10,3,10,7,10,5,0,"Não protestou",21,1,14,5,"Masculino",1.11074320026132
6,5,10,7,10,2,10,2,9,0,9,4,3,1,5,1,0,"Não protestou",35,NA,11,6,"Feminino",1.36322101916697
10,9,10,10,10,8,10,8,10,10,10,1,10,2,7,2,6,"Já protestou",26,1,14,10,"Masculino",0.89849166581084
8,10,10,10,10,10,10,7,7,10,10,10,10,2,5,0,0,"Não protestou",63,1,4,10,"Feminino",1.5240749636394
5,9,10,10,10,5,9,8,9,7,5,5,10,4,4,5,3,"Pensou em protestar",55,1,14,1,"Feminino",0.916653950754482
10,10,10,10,10,10,10,0,10,10,10,10,10,0,0,0,10,"Não protestou",50,1,14,10,"Feminino",1.09844845177411
9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,"Não protestou",32,1,7,10,"Masculino",1.15813661660009
8,10,10,9,10,10,10,10,10,10,10,10,10,8,9,10,10,"Não protestou",63,NA,7,5,"Feminino",0.898472889681013
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,"Não protestou",19,1,14,3,"Masculino",0.854579444948276
10,10,10,10,10,8,10,9,9,10,9,10,10,8,10,8,9,"Não protestou",29,NA,16,10,"Feminino",1.26246138818664
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,6,"Não protestou",44,2,7,0,"Masculino",0.858750517906292
10,10,10,9,10,9,10,10,10,10,10,10,9,0,7,0,0,"Pensou em protestar",17,NA,11,2,"Masculino",0.998423932903769
5,10,10,10,10,10,10,10,5,10,10,5,10,3,10,10,0,"Não protestou",27,1,12,3,"Feminino",0.977003036704914
10,8,10,2,10,10,10,8,8,8,10,7,10,0,10,8,0,"Não protestou",36,NA,12,10,"Feminino",1.35551368565915
7,7,7,10,7,8,7,7,7,7,8,7,7,7,7,7,7,"Não protestou",16,NA,13,4,"Masculino",1.00470351818244
10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,0,0,"Não protestou",55,NA,14,10,"Masculino",1.29024880617961
10,10,10,10,10,2,10,0,0,10,10,10,10,10,10,10,10,"Não protestou",41,1,16,10,"Feminino",0.874957572198768
